160,10,25,670.5265508128991,649.8367688300755,704.1971342202763,0.8372844827586207, 4.571544560021721
160,10,50,613.2579709410084,602.4785718236072,625.4794381896938,0.8993055555555556, 10.027131679980084
160,10,75,625.7898288723072,606.8871775834447,633.8964712701534,0.8372844827586207, 14.368325360002927
160,10,100,590.3309404373009,563.8187586858742,635.501480374757,0.8993055555555556, 19.163409060030244
160,20,25,644.275943470926,620.620646405911,670.5505318009269,0.8993055555555556, 9.82139199997764
160,20,50,612.1897465169654,570.7800454601166,625.2077491815838,0.8993055555555556, 19.378222299995834
160,20,75,594.5486528838953,542.0079085977886,616.9783062659101,0.809375, 29.065784400026313
160,20,100,587.1579045548069,578.5253231585398,597.3006646428069,0.8993055555555556, 39.83979294004384
160,40,25,614.1161343673484,592.6351378762795,644.0752520552352,0.8671875, 22.01542705995962
160,40,50,599.7610509770924,580.9358072193795,632.3353130206561,0.809375, 42.56173139996827
160,40,75,584.4396280684939,552.2683088436158,615.0413207839487,0.8671875, 55.94423276002053
160,40,100,578.1500317592004,566.5799592412758,596.1707221042617,0.8671875, 81.51385373999365
160,60,25,608.9118433580984,578.2473272030427,627.8597891797248,0.8993055555555556, 30.927964220033026
160,60,50,591.4698850409097,576.3311565523215,606.2025158244616,0.8993055555555556, 57.68367791997734
160,60,75,597.5315780598069,573.7516237139046,623.5200055148355,0.8993055555555556, 93.17124362001195
160,60,100,591.6666949039924,572.1983313378241,608.1132419889004,0.9338942307692307, 128.45868976002095
