200,0.05,0.01,5,10,2269.969913237663,2230.0337889037473,2337.758938764443,0.905, 0.007876219972968102
200,0.05,0.01,5,20,2312.756897740266,2221.994450257376,2415.0879157102436,0.905, 0.015503779985010624
200,0.05,0.01,5,40,2326.1881076410764,2229.452223108578,2439.6276655131564,0.905, 0.02743130000308156
200,0.05,0.01,5,80,2283.965323924656,2210.452759609453,2327.966504637775,0.905, 0.07676381999626755
200,0.05,0.01,10,10,2318.551441145191,2240.2268952231148,2430.359368606594,0.905, 0.014064300013706088
200,0.05,0.01,10,20,2300.26183254628,2138.3049836053865,2428.4132756016597,0.905, 0.035951439989730716
200,0.05,0.01,10,40,2317.0030926370155,2192.941578455148,2446.9701927715755,0.905, 0.04292677999474108
200,0.05,0.01,10,80,2308.1772794654657,2234.482351700404,2350.5542134143734,0.905, 0.1062041400000453
200,0.05,0.01,20,10,2312.6741509493895,2180.1702666420383,2380.109444408275,0.905, 0.026643599988892673
200,0.05,0.01,20,20,2218.8579632266856,2129.743467007123,2286.760280664216,0.905, 0.047574139945209024
200,0.05,0.01,20,40,2285.2051447826334,2189.3647242041434,2431.6559945994286,0.905, 0.10682408004067838
200,0.05,0.01,20,80,2335.165869759272,2262.4387957509553,2393.746106725723,0.905, 0.18292416003532708
200,0.05,0.01,40,10,2323.901571608246,2212.409843785765,2381.7647441334716,0.905, 0.06750407996587456
200,0.05,0.01,40,20,2278.2275278224233,2130.685024759236,2440.9526696235253,0.905, 0.08402088000439108
200,0.05,0.01,40,40,2303.2126480650663,2249.9946116773735,2402.095099565263,0.905, 0.2346028399653733
200,0.05,0.01,40,80,2258.1641919011927,2160.55606698173,2361.5149236110074,0.905, 0.4437888199929148
200,0.05,0.2,5,10,2321.230841466536,2119.616529465286,2430.3580259990476,0.905, 0.010437359940260649
200,0.05,0.2,5,20,2312.66520712615,2252.9016742889207,2363.228696284183,0.905, 0.01966852000914514
200,0.05,0.2,5,40,2323.669783712799,2228.685725744272,2407.5142804325287,0.905, 0.037134400010108946
200,0.05,0.2,5,80,2326.9712979108017,2248.02826204466,2471.9245025095506,0.905, 0.08854963993653656
200,0.05,0.2,10,10,2269.967330245393,2188.6560324609577,2330.7563018724018,0.905, 0.025948800006881358
200,0.05,0.2,10,20,2305.5616490876773,2183.413457442856,2392.6648607882134,0.905, 0.03501660004258156
200,0.05,0.2,10,40,2309.7739898676496,2231.0208696310015,2373.082721023831,0.905, 0.08800801998004318
200,0.05,0.2,10,80,2355.0995377914173,2257.5489324556424,2460.120337223261,0.905, 0.1691768399439752
200,0.05,0.2,20,10,2347.1704788290745,2243.355227077132,2430.5626357328047,0.905, 0.04291431996971369
200,0.05,0.2,20,20,2339.4360740078255,2209.2402514547043,2436.638395306419,0.905, 0.07660323996096849
200,0.05,0.2,20,40,2334.2365793632084,2209.0165549104386,2466.356166652991,0.905, 0.1485923200380057
200,0.05,0.2,20,80,2293.617513643606,2083.2149609972603,2452.899431605294,0.905, 0.3608546600211412
200,0.05,0.2,40,10,2301.134045330617,2230.3068285704812,2425.420301982666,0.905, 0.09592638001777232
200,0.05,0.2,40,20,2343.573598153097,2253.2824348094837,2404.3131017952583,0.905, 0.15203663995489478
200,0.05,0.2,40,40,2288.7079822883074,2076.9617293504516,2441.6852038755687,0.905, 0.3577651599422097
200,0.05,0.2,40,80,2240.376735448366,2088.1594976332804,2491.4275555718077,0.905, 0.6030292000155896
200,0.25,0.01,5,10,2273.4132126875384,2186.4572562758767,2334.515395770207,0.905, 0.00933834007009864
200,0.25,0.01,5,20,2339.3127706903074,2221.942319781933,2537.7002675983395,0.905, 0.0170140799600631
200,0.25,0.01,5,40,2358.96765207961,2276.856852145975,2416.5318975006903,0.905, 0.037998339906334874
200,0.25,0.01,5,80,2293.2132055106317,2266.6964783798458,2322.7295615148155,0.905, 0.06895321998745203
200,0.25,0.01,10,10,2288.875465640484,2237.0319498328263,2352.496266837968,0.905, 0.014141200063750147
200,0.25,0.01,10,20,2224.726869850595,2158.106638375273,2277.423260506128,0.905, 0.03132409998215735
200,0.25,0.01,10,40,2305.5553882950962,2205.2655216941525,2361.0651077604066,0.905, 0.08746126000769436
200,0.25,0.01,10,80,2216.554790359057,2104.7315275809315,2287.3887547794293,0.905, 0.12186976005323231
200,0.25,0.01,20,10,2219.5557651297772,2190.9871955960202,2250.3133976732784,0.905, 0.03361098002642393
200,0.25,0.01,20,20,2211.460386467286,2059.4578021687516,2293.736239353033,0.905, 0.07967965994030238
200,0.25,0.01,20,40,2150.328133186688,2118.2131440908574,2175.4156823632443,0.905, 0.10611797999590636
200,0.25,0.01,20,80,2234.114683206413,2182.4922195791805,2335.8614075914475,0.905, 0.24078810000792145
200,0.25,0.01,40,10,2207.951420152673,2019.474689061006,2306.182018222545,0.905, 0.08733206004835666
200,0.25,0.01,40,20,2179.591496395831,2041.9918680519972,2282.362386755984,0.905, 0.12205977998673916
200,0.25,0.01,40,40,2166.279119591423,1983.9150150228645,2263.630959913914,0.905, 0.2531812600325793
200,0.25,0.01,40,80,2161.7907499603216,2063.280932296847,2227.8016131053023,0.905, 0.4835454200860113
200,0.25,0.2,5,10,2281.546063769226,2225.4031092076348,2361.028324197899,0.905, 0.014234300004318357
200,0.25,0.2,5,20,2221.446308867828,2151.5625863127916,2322.538162548761,0.905, 0.025864520017057656
200,0.25,0.2,5,40,2338.205587279349,2295.381867531845,2397.893341027782,0.905, 0.053069180063903335
200,0.25,0.2,5,80,2297.6247550341463,2229.7501407727705,2399.168936394151,0.905, 0.10454795998521149
200,0.25,0.2,10,10,2278.407730776767,2188.1904861525218,2372.604219437441,0.905, 0.0255082200281322
200,0.25,0.2,10,20,2297.911913046511,2179.9586171815604,2407.5916538295573,0.905, 0.06263211998157203
200,0.25,0.2,10,40,2220.639389921415,2077.7107934846936,2367.874971140688,0.905, 0.1106168800033629
200,0.25,0.2,10,80,2282.01549076749,2118.4518802135563,2355.512421506801,0.905, 0.19269742001779377
200,0.25,0.2,20,10,2266.3368472393386,2227.074799803661,2331.628288947224,0.905, 0.048828240018337965
200,0.25,0.2,20,20,2317.7994950618117,2215.7869840752282,2371.7390540012457,0.905, 0.09115867991931736
200,0.25,0.2,20,40,2268.6317527850138,2119.8590963196198,2392.1097219906837,0.905, 0.14886287990957497
200,0.25,0.2,20,80,2242.5826237072006,2173.3800092623,2313.719723682564,0.905, 0.39270428000018
200,0.25,0.2,40,10,2213.3339489128048,2113.7472801532303,2376.975638081496,0.905, 0.09452194003388285
200,0.25,0.2,40,20,2206.771433055404,2078.5687169500643,2283.177695380258,0.905, 0.1869958399794996
200,0.25,0.2,40,40,2276.4599910683196,2187.9168257710417,2354.3683777706874,0.905, 0.3309807000216097
200,0.25,0.2,40,80,2297.83675718265,2107.220919748323,2478.6413489751394,0.905, 0.6910990400239825
